url,date,author,title,text
http://online.wsj.com/article/BT-CO-20131119-712666.html,,[],,
http://www.bbc.co.uk/news/uk-politics-24916027,,[],"Conservatives and Labour both wrong on spending, says Nick Clegg","""On the right of British politics you have got a view that says it's good to cut for cuts' sake. But I don't think we should be ideological about trying to slash the size of the state."
http://www.reuters.com/article/2013/02/12/us-g7-forex-idUSBRE91A0FS20130212,,[],,
http://www.reuters.com/article/2013/01/04/us-usa-retirement-bestplaces-idUSBRE9020P320130104,,[],,
http://www.reuters.com/article/2013/01/01/us-usa-asia-arms-sales-idUSBRE90005D20130101,,[],,
http://www.nytimes.com/2013/02/25/opinion/krugman-austerity-italian-style.html,2013-02-25 00:00:00,['Paul Krugman'],"Austerity, Italian-Style - The New York Times","Two months ago, when Mario Monti stepped down as Italy’s prime minister, The Economist opined that “The coming election campaign will be, above all, a test of the maturity and realism of Italian voters.” The mature, realistic action, presumably, would have been to return Mr. Monti — who was essentially imposed on Italy by its creditors — to office, this time with an actual democratic mandate.

Well, it’s not looking good. Mr. Monti’s party appears likely to come in fourth; not only is he running well behind the essentially comical Silvio Berlusconi, he’s running behind an actual comedian, Beppe Grillo, whose lack of a coherent platform hasn’t stopped him from becoming a powerful political force.

It’s an extraordinary prospect, and one that has sparked much commentary about Italian political culture. But without trying to defend the politics of bunga bunga, let me ask the obvious question: What good, exactly, has what currently passes for mature realism done in Italy or for that matter Europe as a whole?

For Mr. Monti was, in effect, the proconsul installed by Germany to enforce fiscal austerity on an already ailing economy; willingness to pursue austerity without limit is what defines respectability in European policy circles. This would be fine if austerity policies actually worked — but they don’t. And far from seeming either mature or realistic, the advocates of austerity are sounding increasingly petulant and delusional."
http://news.yahoo.com/crowd-mccain-town-hall-opposes-syria-action-005233144.html,,[],Crowd at McCain town hall opposes Syria action,"PHOENIX (AP) — U.S. Sen. John McCain faced a tough crowd largely opposed to military action in Syria during a town hall meeting Thursday in Phoenix.

The Republican senator repeatedly told about 150 constituents at the morning meeting that there would be no plans to send U.S. troops to retaliate for the chemical weapons attack last month near Damascus.

""I want to begin by saying to you I am unalterably opposed to having a single American boot on the ground in Syria,"" McCain said. ""The American people wouldn't stand for it.

""Second of all, it would not be anything but counterproductive to do that. American blood and treasure is too precious to do that.""

McCain had planned to talk about immigration and other issues at the gathering at a public library, but Syria dominated the conversation. He was interrupted from the start by someone shouting that his response on the topic wasn't good enough.

A few people held up signs from their seats with messages such as ""Don't bomb Syria"" and ""Security thru peace.""

McCain told the audience the American public soon would see irrefutable evidence that Syrian President Bashar Assad was behind the deadly Aug. 21 attack.

""If we open the door to the use of chemical weapons and let it go unresponded to, then I think that sends a signal to other people that want to use them, that they can do so with impunity,"" McCain said.

The town hall meeting was one of two planned for Thursday, with the other taking place in Tucson. McCain also is holding a town hall Friday in Prescott.

The gatherings come as President Barack Obama is requesting speedy congressional backing of a military strike in Syria.

The Obama administration blames Assad for the sarin-gas attack in a rebel-held suburb of Damascus. Obama says more than 1,400 civilians died, including at least 400 children. Other casualty estimates are lower, however, and the Syrian government denies responsibility, contending rebels fighting to topple the government are to blame.

Despite widespread condemnation of the attack from allies, few countries are likely to join the U.S. in undertaking military action if Obama moves forward with a strike."
http://edition.cnn.com/2013/06/30/world/africa/south-africa-obama-pledge/index.html,2013-06-30 00:00:00,"['Faith Karimi', 'Matt Smith']",Obama pledges $7 billion to upgrade power in Africa,"Story highlights Project will provide ""the energy to lift people out of poverty,"" Obama says

Fund will be distributed over next five years, White House says

The preliminary setup will include Ethiopia, Kenya, Liberia, Nigeria and Tanzania

It comes as China aggressively engages the continent

U.S. President Barack Obama pledged $7 billion Sunday to help combat frequent power blackouts in sub-Saharan Africa.

Funds from the initiative, dubbed Power Africa, will be distributed over the next five years. Obama made the announcement during his trip to South Africa , the continent's biggest economy.

""Access to electricity is fundamental to opportunity in this age. It's the light that children study by, the energy that allows an idea to be transformed into a real business. It's the lifeline for families to meet their most basic needs, and it's the connection that's needed to plug Africa into the grid of the global economy,"" he said.

Two-thirds of the population of sub-Saharan Africa lacks access to electricity, including more than 85% of those living in rural areas, the White House said.

""A light where currently there is darkness -- the energy to lift people out of poverty -- that's what opportunity looks like,"" Obama told students at Cape Town University. ""So this is America's vision: a partnership with Africa for growth, and the potential for every citizen, not just a few at the top.""

Photos: Photos: Obama's tour of Africa Photos: Photos: Obama's tour of Africa Obama's tour of Africa – President Barack Obama kicks around an energy-generating soccer ball at a power plant in Dar es Salaam, Tanzania, on Tuesday, July 2. Obama was pushing for partnerships in energy as he concluded a three-nation trip to Africa. Tanzanian President Jakaya Kikwete, third from right, joined Obama at the Symbion Power Plant at Ubungo. Hide Caption 1 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Tanzania's president, left, watches as Obama plays with the energy-generating soccer ball at the Symbion Power Plant on July 2. ""I don't want to get too technical, but I thought it was pretty cool,"" Obama said of the ball that harnesses kinetic energy to provide power.

Hide Caption 2 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Former President George W. Bush joins Obama during a July 2 wreath-laying ceremony in Dar es Salaam to honor the victims of the 1998 terror attack at the U.S. Embassy in Tanzania. Hide Caption 3 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – A Tanzanian band plays as the U.S. president and first lady Michelle Obama arrive in Dar es Salaam on Monday, July 1. Hide Caption 4 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Traditional dancers perform as Tanzanian first lady Mama Salma Kikwete greets Michelle Obama in Dar es Salaam on July 1. Hide Caption 5 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Tanzanian President Jakaya Kikwete toasts Obama during an official dinner at the State House in Dar Es Salaam on July 1. Hide Caption 6 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama and Kikwete, right, are greeted by a cheering crowd as they arrive at the State House in Dar es Salaam, Tanzania, on Monday, July 1. Hide Caption 7 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Ahmed Kathrada, a former fellow prisoner with Nelson Mandela, shows the Obama family around Robben Island in Cape Town, South Africa, on Sunday, June 30. The island, where prisoners were banished and isolated during the apartheid era, is now a museum. Hide Caption 8 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama looks out the window of the cell on Robben Island where Nelson Mandela was imprisoned. Hide Caption 9 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama delivers a speech at the University of Cape Town in Cape Town, South Africa, on June 30. Hide Caption 10 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama visits the Desmond Tutu HIV Foundation Youth Centre with Nobel peace laureate Archbishop Desmond Tutu and 15-year-old Aviwe Mtongana in Cape Town on June 30. Hide Caption 11 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama, foreground left, and first lady Michelle Obama, beside him, are greeted by South African President Jacob Zuma and his wife, Tobeka Madiba Zuma, on the steps of the Union Buildings upon their arrival in Pretoria, South Africa, on Saturday June 29. Hide Caption 12 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama answers a question during a town hall meeting at the University of Johannesburg Soweto in Johannesburg, South Africa, on June 29. Hide Caption 13 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama and Zuma speak during a press conference at the Union Buildings in Pretoria, South Africa, on June 29. Hide Caption 14 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Marine One takes off as the Obamas leave the Union Buildings on June 29 in Pretoria. Hide Caption 15 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Michelle Obama participates in a discussion with students on the importance of education June 29 at the Sci-Bono Discovery Centre in Johannesburg. Hide Caption 16 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – USAID administrator Rajiv Shah, left, looks on as Obama talks to Nimna Diayte, president of the Farmers Federation, during a food security expo on Friday, June 28, in Dakar, Senegal. Obama met with farmers, innovators, and entrepreneurs whose new methods and technologies are improving the lives of smallholder farmers throughout West Africa. Hide Caption 17 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama shows the White House press corps what rice looks like before it's threshed on June 28 in Dakar. Hide Caption 18 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama toasts with Senegalese President Macky Sall during an official dinner at the Presidential Palace in Dakar on Thursday, June 27. Hide Caption 19 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Barack and Michelle Obama look out from the Door of No Return while touring the House of Slaves at Goree Island off the coast of Dakar, Senegal, on Thursday, June 27. Hide Caption 20 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Senegal's President Macky Sall, right, and Sall's wife, Marieme Faye Sall, left, welcome the president and first lady as they arrive at the presidential palace prior to meetings in Dakar on June 27. Hide Caption 21 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – President Obama reviews an honor guard outside the presidential palace in Dakar on June 27. Hide Caption 22 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama talks with Sall during a bilateral press conference on June 27. Hide Caption 23 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama and Sall walk to a press conference. Hide Caption 24 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama talks on June 27 during a press conference. Hide Caption 25 of 26 Photos: Photos: Obama's tour of Africa Obama's tour of Africa – Obama speaks with locals as he tours Goree Island off the coast of Dakar on June 27. Hide Caption 26 of 26

JUST WATCHED Woman who welcomed Obama to S. Africa Replay More Videos ... MUST WATCH Woman who welcomed Obama to S. Africa 04:16

JUST WATCHED Obama and Mandela's relationship Replay More Videos ... MUST WATCH Obama and Mandela's relationship 02:55

JUST WATCHED Obamas invoke Mandela's legacy Replay More Videos ... MUST WATCH Obamas invoke Mandela's legacy 01:43

The program includes $1.5 billion from the U.S. Overseas Private Investment Corporation and $5 billion from the Export-Import Bank, the White House said. Sub-Saharan Africa will need more than $300 billion to achieve universal electricity access by 2030, it said.

The preliminary setup will include Ethiopia, Kenya, Liberia, Nigeria, Tanzania, Uganda and Mozambique.

""These countries have set ambitious goals in electric power generation, and are making the utility and energy sector reforms to pave the way for investment and growth,"" a White House statement said.

Obama's three-nation African trip started in Senegal and will end in Tanzania this week. The visit aims to bolster U.S. investment opportunities, address development issues such as food security and health, and promote democracy.

It comes as China aggressively engages the continent, pouring billions of dollars into it and replacing the United States as Africa's largest trading partner.

Obama applauded China's investment in Africa, saying he is ""not threatened by it.""

Africa's greater integration into the global economy will benefit everyone with the potential creation of new jobs and opportunities, he said.

""I'm here because I think the United States needs to engage with a continent full of promise and possibility,"" Obama said. ""It's good for the United States. I welcome the attention that Africa is receiving from China, Brazil, India and Turkey.""

However, he urged African officials to ensure that those who invest in the continent and its natural resources benefit Africans in terms of jobs and other assets.

Obama also visited Robben Island , where anti-apartheid icon Nelson Mandela spent a majority of his 27-year imprisonment, on Sunday. And he spoke at Cape Town University, the site of a famous speech by Robert F. Kennedy at the height of apartheid in 1966.

Obama heads next to Tanzania, where he is scheduled to attend events until Tuesday."
http://www.huffingtonpost.com/2013/01/26/kerry-hagel-cuba-us-trade-embargo_n_2559023.html,2013-01-26 00:00:00,"['Sophia Ortega', 'Guest Writer', 'Liann Piazza', 'Susanna Maddrigal', 'Hayley Jade', 'Juliet James', 'Mary Papenfuss', 'Ed Mazza', 'Elyse Wanshel', 'Daniel Marans']","HuffPost - Breaking News, U.S. and World News",HuffPost reached out to the remaining seven Dems on the list to ask why they were not supporting the waiver.
http://www.bbc.co.uk/news/uk-england-lancashire-21965412,,[],"Blackpool Council gets 10,000 calls over council tax","He said: ""There's a calculation about how much of this government cut you are prepared to pass on to the general taxpayer and how much of it do we unfortunately have to pass on to the victims of this and that's people on benefits."""
http://www.bbc.co.uk/news/business-22447029,,[],Queen's Speech: Plan to simplify pensions and rights,"As part of this change, derived entitlement to the basic state pension - where someone receives a married person's pension or a widow's or widower's pension based not on their own working life but the National Insurance record of their spouse or civil partner - will also go."
http://www.reuters.com/article/2013/04/29/us-swiss-tax-coutts-idUSBRE93S0ME20130429,,[],,
